"source_id","level_id","resource_kind","resource_name","resource_path","matched_reason","file_size","fill_confirmed_level","fill_event_id","fill_source_scene","fill_animation_player","fill_commands","fill_switches","fill_variables","fill_notes","status"
"SRC-00482","audio","audio","WALK_4_12_dragon_back_E.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_12_dragon_back_E.wav","audio resource","116741","audio","HELMET-AUDIO-CANDIDATE","HELMET-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：HELMET-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：HELMET-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00483","audio","audio","WALK_4_12_dragon_back_F.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_12_dragon_back_F.wav","audio resource","119617","audio","HELMET-AUDIO-CANDIDATE","HELMET-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：HELMET-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：HELMET-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00484","audio","audio","WALK_4_12_dragon_back_G.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_12_dragon_back_G.wav","audio resource","116157","audio","HELMET-AUDIO-CANDIDATE","HELMET-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：HELMET-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：HELMET-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00485","audio","audio","WALK_4_12_dragon_back_H.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_12_dragon_back_H.wav","audio resource","120213","audio","HELMET-AUDIO-CANDIDATE","HELMET-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：HELMET-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：HELMET-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00486","audio","audio","WALK_4_1_snow_little_A.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_1_snow_little_A.wav","audio resource","92533","audio","HELMET-AUDIO-CANDIDATE","HELMET-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：HELMET-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：HELMET-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00487","audio","audio","WALK_4_1_snow_little_B.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_1_snow_little_B.wav","audio resource","96625","audio","HELMET-AUDIO-CANDIDATE","HELMET-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：HELMET-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：HELMET-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00488","audio","audio","WALK_4_1_snow_little_C.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_1_snow_little_C.wav","audio resource","100717","audio","HELMET-AUDIO-CANDIDATE","HELMET-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：HELMET-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：HELMET-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00489","audio","audio","WALK_4_1_snow_little_D.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_1_snow_little_D.wav","audio resource","84333","audio","HELMET-AUDIO-CANDIDATE","HELMET-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：HELMET-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：HELMET-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00490","audio","audio","WALK_4_24_walk_Stone_A.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_24_walk_Stone_A.wav","audio resource","125997","audio","HELMET-AUDIO-CANDIDATE","HELMET-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：HELMET-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：HELMET-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00491","audio","audio","WALK_4_24_walk_Stone_B.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_24_walk_Stone_B.wav","audio resource","129609","audio","HELMET-AUDIO-CANDIDATE","HELMET-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：HELMET-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：HELMET-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00492","audio","audio","WALK_4_24_walk_Stone_C.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_24_walk_Stone_C.wav","audio resource","128633","audio","HELMET-AUDIO-CANDIDATE","HELMET-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：HELMET-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：HELMET-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00493","audio","audio","WALK_4_24_walk_Stone_D.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_24_walk_Stone_D.wav","audio resource","133345","audio","HELMET-AUDIO-CANDIDATE","HELMET-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：HELMET-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：HELMET-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00494","audio","audio","WALK_4_39_riverside_A.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_39_riverside_A.wav","audio resource","155437","audio","HELMET-R5-WATER-GONE","头盔-第5关最右侧水消失","不适用","按音频文件名和目录归属到事件：HELMET-R5-WATER-GONE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=high；推断事件：HELMET-R5-WATER-GONE。","confirmed"
"SRC-00495","audio","audio","WALK_4_39_riverside_B.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_39_riverside_B.wav","audio resource","152449","audio","HELMET-R5-WATER-GONE","头盔-第5关最右侧水消失","不适用","按音频文件名和目录归属到事件：HELMET-R5-WATER-GONE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=high；推断事件：HELMET-R5-WATER-GONE。","confirmed"
"SRC-00496","audio","audio","WALK_4_39_riverside_C.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_39_riverside_C.wav","audio resource","162009","audio","HELMET-R5-WATER-GONE","头盔-第5关最右侧水消失","不适用","按音频文件名和目录归属到事件：HELMET-R5-WATER-GONE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=high；推断事件：HELMET-R5-WATER-GONE。","confirmed"
"SRC-00497","audio","audio","WALK_4_39_riverside_D.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_39_riverside_D.wav","audio resource","157885","audio","HELMET-R5-WATER-GONE","头盔-第5关最右侧水消失","不适用","按音频文件名和目录归属到事件：HELMET-R5-WATER-GONE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=high；推断事件：HELMET-R5-WATER-GONE。","confirmed"
"SRC-00498","audio","audio","WALK_4_39_riverside_E.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_39_riverside_E.wav","audio resource","122153","audio","HELMET-R5-WATER-GONE","头盔-第5关最右侧水消失","不适用","按音频文件名和目录归属到事件：HELMET-R5-WATER-GONE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=high；推断事件：HELMET-R5-WATER-GONE。","confirmed"
"SRC-00499","audio","audio","WALK_4_39_riverside_F.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_39_riverside_F.wav","audio resource","111769","audio","HELMET-R5-WATER-GONE","头盔-第5关最右侧水消失","不适用","按音频文件名和目录归属到事件：HELMET-R5-WATER-GONE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=high；推断事件：HELMET-R5-WATER-GONE。","confirmed"
"SRC-00500","audio","audio","WALK_4_39_riverside_G.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_39_riverside_G.wav","audio resource","118409","audio","HELMET-R5-WATER-GONE","头盔-第5关最右侧水消失","不适用","按音频文件名和目录归属到事件：HELMET-R5-WATER-GONE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=high；推断事件：HELMET-R5-WATER-GONE。","confirmed"
"SRC-00501","audio","audio","WALK_4_39_riverside_H.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_39_riverside_H.wav","audio resource","127849","audio","HELMET-R5-WATER-GONE","头盔-第5关最右侧水消失","不适用","按音频文件名和目录归属到事件：HELMET-R5-WATER-GONE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=high；推断事件：HELMET-R5-WATER-GONE。","confirmed"
"SRC-00502","audio","audio","WALK_4_45_goose_A.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_45_goose_A.wav","audio resource","44129","audio","HELMET-R6-GOOSE","头盔-第6关鹅过河","不适用","按音频文件名和目录归属到事件：HELMET-R6-GOOSE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=high；推断事件：HELMET-R6-GOOSE。","confirmed"
"SRC-00503","audio","audio","WALK_4_45_goose_B.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_45_goose_B.wav","audio resource","45493","audio","HELMET-R6-GOOSE","头盔-第6关鹅过河","不适用","按音频文件名和目录归属到事件：HELMET-R6-GOOSE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=high；推断事件：HELMET-R6-GOOSE。","confirmed"
"SRC-00504","audio","audio","WALK_4_45_goose_C.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_45_goose_C.wav","audio resource","44137","audio","HELMET-R6-GOOSE","头盔-第6关鹅过河","不适用","按音频文件名和目录归属到事件：HELMET-R6-GOOSE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=high；推断事件：HELMET-R6-GOOSE。","confirmed"
"SRC-00505","audio","audio","WALK_4_45_goose_D.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_45_goose_D.wav","audio resource","44145","audio","HELMET-R6-GOOSE","头盔-第6关鹅过河","不适用","按音频文件名和目录归属到事件：HELMET-R6-GOOSE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=high；推断事件：HELMET-R6-GOOSE。","confirmed"
"SRC-00506","audio","audio","WALK_4_46_goose_swim_A.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_46_goose_swim_A.wav","audio resource","259029","audio","HELMET-R6-GOOSE","头盔-第6关鹅过河","不适用","按音频文件名和目录归属到事件：HELMET-R6-GOOSE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=high；推断事件：HELMET-R6-GOOSE。","confirmed"
"SRC-00507","audio","audio","WALK_4_46_goose_swim_B.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_46_goose_swim_B.wav","audio resource","243109","audio","HELMET-R6-GOOSE","头盔-第6关鹅过河","不适用","按音频文件名和目录归属到事件：HELMET-R6-GOOSE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=high；推断事件：HELMET-R6-GOOSE。","confirmed"
"SRC-00508","audio","audio","WALK_4_46_goose_swim_C.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_46_goose_swim_C.wav","audio resource","228953","audio","HELMET-R6-GOOSE","头盔-第6关鹅过河","不适用","按音频文件名和目录归属到事件：HELMET-R6-GOOSE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=high；推断事件：HELMET-R6-GOOSE。","confirmed"
"SRC-00509","audio","audio","WALK_4_46_goose_swim_D.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_46_goose_swim_D.wav","audio resource","298237","audio","HELMET-R6-GOOSE","头盔-第6关鹅过河","不适用","按音频文件名和目录归属到事件：HELMET-R6-GOOSE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=high；推断事件：HELMET-R6-GOOSE。","confirmed"
"SRC-00510","audio","audio","WALK_4_46_goose_swim_E.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_46_goose_swim_E.wav","audio resource","327093","audio","HELMET-R6-GOOSE","头盔-第6关鹅过河","不适用","按音频文件名和目录归属到事件：HELMET-R6-GOOSE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=high；推断事件：HELMET-R6-GOOSE。","confirmed"
"SRC-00511","audio","audio","WALK_4_4_ruin_A.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_4_ruin_A.wav","audio resource","96341","audio","HELMET-AUDIO-CANDIDATE","HELMET-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：HELMET-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：HELMET-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00512","audio","audio","WALK_4_4_ruin_B.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_4_ruin_B.wav","audio resource","96581","audio","HELMET-AUDIO-CANDIDATE","HELMET-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：HELMET-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：HELMET-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00513","audio","audio","WALK_4_4_ruin_C.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_4_ruin_C.wav","audio resource","98581","audio","HELMET-AUDIO-CANDIDATE","HELMET-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：HELMET-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：HELMET-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00514","audio","audio","WALK_4_4_ruin_D.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_4_ruin_D.wav","audio resource","96493","audio","HELMET-AUDIO-CANDIDATE","HELMET-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：HELMET-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：HELMET-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00515","audio","audio","WALK_4_9.1_abstract_A.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_9.1_abstract_A.wav","audio resource","90477","audio","HELMET-AUDIO-CANDIDATE","HELMET-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：HELMET-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：HELMET-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00516","audio","audio","WALK_4_9.1_abstract_B.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_9.1_abstract_B.wav","audio resource","92525","audio","HELMET-AUDIO-CANDIDATE","HELMET-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：HELMET-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：HELMET-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00517","audio","audio","WALK_4_9.1_abstract_C.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_9.1_abstract_C.wav","audio resource","76149","audio","HELMET-AUDIO-CANDIDATE","HELMET-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：HELMET-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：HELMET-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00518","audio","audio","WALK_4_9.1_abstract_D.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_4_9.1_abstract_D.wav","audio resource","97345","audio","HELMET-AUDIO-CANDIDATE","HELMET-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：HELMET-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：HELMET-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00519","audio","audio","WALK_5_2_snow_thick_A.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_5_2_snow_thick_A.wav","audio resource","72137","audio","SHARED-AUDIO-CANDIDATE","SHARED-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：SHARED-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：SHARED-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00520","audio","audio","WALK_5_2_snow_thick_B.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_5_2_snow_thick_B.wav","audio resource","64073","audio","SHARED-AUDIO-CANDIDATE","SHARED-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：SHARED-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：SHARED-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00521","audio","audio","WALK_5_2_snow_thick_C.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_5_2_snow_thick_C.wav","audio resource","71497","audio","SHARED-AUDIO-CANDIDATE","SHARED-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：SHARED-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：SHARED-AUDIO-CANDIDATE。","ai_analysis_required"
"SRC-00522","audio","audio","WALK_5_2_snow_thick_D.wav","参考资料/文字游戏源码/文字遊戲_pck/res/Sounds/se/walk/WALK_5_2_snow_thick_D.wav","audio resource","54889","audio","SHARED-AUDIO-CANDIDATE","SHARED-AUDIO-CANDIDATE","不适用","按音频文件名和目录归属到事件：SHARED-AUDIO-CANDIDATE","未在可读资源中直接发现","未在可读资源中直接发现","Resource indexed. Source ownership and behavior mapping are assigned to AI analysis, not human manual review. AI预填：按 level_id=audio、resource_kind=audio、路径关键词推断；源码归属后续由 AI 自动深入分析，不分配给人工组员。 AI源码分析：confidence=medium；推断事件：SHARED-AUDIO-CANDIDATE。","ai_analysis_required"
